,Region,Major region,Year,variable,quantity
3211,Northumberland,North East,2017,"Admissions per 100,000 population",1292.0
3212,Redcar And Cleveland,North East,2017,"Admissions per 100,000 population",546.0
3217,Blackpool,North West,2017,"Admissions per 100,000 population",733.0
3231,Sefton,North West,2017,"Admissions per 100,000 population",1071.0
3232,St. Helens,North West,2017,"Admissions per 100,000 population",1212.0
3233,Stockport,North West,2017,"Admissions per 100,000 population",1439.0
3258,Lincolnshire,East Midlands,2017,"Admissions per 100,000 population",1025.0
3257,Leicestershire,East Midlands,2017,"Admissions per 100,000 population",675.0
3256,Leicester,East Midlands,2017,"Admissions per 100,000 population",732.0
3255,Derbyshire,East Midlands,2017,"Admissions per 100,000 population",1256.0
3254,Derby,East Midlands,2017,"Admissions per 100,000 population",1287.0
3253,York,North Yorkshire,2017,"Admissions per 100,000 population",1364.0
3252,Wakefield,North Yorkshire,2017,"Admissions per 100,000 population",2069.0
3251,Sheffield,North Yorkshire,2017,"Admissions per 100,000 population",777.0
3250,Rotherham,North Yorkshire,2017,"Admissions per 100,000 population",1131.0
3249,North Lincolnshire,North West,2017,"Admissions per 100,000 population",634.0
3248,North East Lincolnshire,North West,2017,"Admissions per 100,000 population",1418.0
3247,Leeds,North West,2017,"Admissions per 100,000 population",1114.0
3246,Kirklees,North West,2017,"Admissions per 100,000 population",1104.0
3245,Kingston Upon Hull,North West,2017,"Admissions per 100,000 population",565.0
3244,East Riding Of Yorkshire,North West,2017,"Admissions per 100,000 population",705.0
3243,Doncaster,North West,2017,"Admissions per 100,000 population",1007.0
3242,Calderdale,North West,2017,"Admissions per 100,000 population",793.0
3241,Bradford,North West,2017,"Admissions per 100,000 population",1904.0
3240,Barnsley,North West,2017,"Admissions per 100,000 population",520.0
3239,Yorkshire And The Humber,North West,2017,"Admissions per 100,000 population",1113.0
3238,Wirral,North West,2017,"Admissions per 100,000 population",2931.0
3237,Wigan,North West,2017,"Admissions per 100,000 population",1505.0
3236,Warrington,North West,2017,"Admissions per 100,000 population",696.0
3235,Trafford,North West,2017,"Admissions per 100,000 population",651.0
3234,Tameside,North West,2017,"Admissions per 100,000 population",1129.0
3260,Nottingham,East Midlands,2017,"Admissions per 100,000 population",1849.0
3317,Sutton,London,2017,"Admissions per 100,000 population",576.0
3318,Tower Hamlets,London,2017,"Admissions per 100,000 population",858.0
3319,Waltham Forest,London,2017,"Admissions per 100,000 population",787.0
4164,North Lincolnshire,North West,2017,"Admissions per 100,000 population: men",329.0
4163,North East Lincolnshire,North West,2017,"Admissions per 100,000 population: men",750.0
4162,Leeds,North West,2017,"Admissions per 100,000 population: men",756.0
4161,Kirklees,North West,2017,"Admissions per 100,000 population: men",596.0
4160,Kingston Upon Hull,North West,2017,"Admissions per 100,000 population: men",317.0
4159,East Riding Of Yorkshire,North West,2017,"Admissions per 100,000 population: men",449.0
4158,Doncaster,North West,2017,"Admissions per 100,000 population: men",378.0
4157,Calderdale,North West,2017,"Admissions per 100,000 population: men",521.0
4156,Bradford,North West,2017,"Admissions per 100,000 population: men",1175.0
4155,Barnsley,North West,2017,"Admissions per 100,000 population: men",410.0
4154,Yorkshire And The Humber,North West,2017,"Admissions per 100,000 population: men",689.0
4165,Rotherham,North Yorkshire,2017,"Admissions per 100,000 population: men",640.0
4153,Wirral,North West,2017,"Admissions per 100,000 population: men",2147.0
4151,Warrington,North West,2017,"Admissions per 100,000 population: men",664.0
4150,Trafford,North West,2017,"Admissions per 100,000 population: men",397.0
4149,Tameside,North West,2017,"Admissions per 100,000 population: men",765.0
4148,Stockport,North West,2017,"Admissions per 100,000 population: men",1043.0
4147,St. Helens,North West,2017,"Admissions per 100,000 population: men",960.0
4146,Sefton,North West,2017,"Admissions per 100,000 population: men",838.0
4145,Salford,North West,2017,"Admissions per 100,000 population: men",1255.0
4144,Rochdale,North West,2017,"Admissions per 100,000 population: men",733.0
4143,Oldham,North West,2017,"Admissions per 100,000 population: men",812.0
4142,Manchester,North West,2017,"Admissions per 100,000 population: men",641.0
4141,Liverpool,North West,2017,"Admissions per 100,000 population: men",750.0
4152,Wigan,North West,2017,"Admissions per 100,000 population: men",1157.0
4166,Sheffield,North Yorkshire,2017,"Admissions per 100,000 population: men",423.0
4167,Wakefield,North Yorkshire,2017,"Admissions per 100,000 population: men",1213.0
4168,York,North Yorkshire,2017,"Admissions per 100,000 population: men",1017.0
3214,Stockton-On-Tees,North East,2017,"Admissions per 100,000 population",548.0
4192,East Of England,West Midlands,2017,"Admissions per 100,000 population: men",649.0
4191,Worcestershire,West Midlands,2017,"Admissions per 100,000 population: men",1742.0
4190,Wolverhampton,West Midlands,2017,"Admissions per 100,000 population: men",1566.0
4189,Warwickshire,West Midlands,2017,"Admissions per 100,000 population: men",935.0
4188,Walsall,West Midlands,2017,"Admissions per 100,000 population: men",1272.0
4187,Telford And Wrekin,West Midlands,2017,"Admissions per 100,000 population: men",588.0
4186,Stoke-On-Trent,West Midlands,2017,"Admissions per 100,000 population: men",771.0
4185,Staffordshire,West Midlands,2017,"Admissions per 100,000 population: men",709.0
4184,Solihull,West Midlands,2017,"Admissions per 100,000 population: men",269.0
4183,Shropshire,West Midlands,2017,"Admissions per 100,000 population: men",504.0
4182,Sandwell,West Midlands,2017,"Admissions per 100,000 population: men",592.0
4181,Herefordshire,West Midlands,2017,"Admissions per 100,000 population: men",694.0
4180,Dudley,West Midlands,2017,"Admissions per 100,000 population: men",731.0
4179,Coventry,West Midlands,2017,"Admissions per 100,000 population: men",1272.0
4178,Birmingham,West Midlands,2017,"Admissions per 100,000 population: men",546.0
4177,Rutland,East Midlands,2017,"Admissions per 100,000 population: men",238.0
4176,Nottinghamshire,East Midlands,2017,"Admissions per 100,000 population: men",947.0
4175,Nottingham,East Midlands,2017,"Admissions per 100,000 population: men",1315.0
4174,Northamptonshire,East Midlands,2017,"Admissions per 100,000 population: men",699.0
4173,Lincolnshire,East Midlands,2017,"Admissions per 100,000 population: men",709.0
4172,Leicestershire,East Midlands,2017,"Admissions per 100,000 population: men",500.0
4171,Leicester,East Midlands,2017,"Admissions per 100,000 population: men",522.0
4170,Derbyshire,East Midlands,2017,"Admissions per 100,000 population: men",647.0
4169,Derby,East Midlands,2017,"Admissions per 100,000 population: men",424.0
4140,Lancashire,North West,2017,"Admissions per 100,000 population: men",772.0
4139,Knowsley,North West,2017,"Admissions per 100,000 population: men",1010.0
4138,Halton,North West,2017,"Admissions per 100,000 population: men",896.0
4137,Cumbria,North West,2017,"Admissions per 100,000 population: men",440.0
3344,Devon,South West,2017,"Admissions per 100,000 population",921.0
3343,Cornwall,South West,2017,"Admissions per 100,000 population",2245.0
3342,Bristol,South West,2017,"Admissions per 100,000 population",1952.0
3341,Bournemouth,South West,2017,"Admissions per 100,000 population",1938.0
3340,Bath And North East Somerset,South West,2017,"Admissions per 100,000 population",1025.0
3339,Wokingham,West Sussex,2017,"Admissions per 100,000 population",392.0
3338,Windsor And Maidenhead,West Sussex,2017,"Admissions per 100,000 population",1457.0
3337,West Berkshire,South East,2017,"Admissions per 100,000 population",434.0
3336,Surrey,South East,2017,"Admissions per 100,000 population",444.0
3335,Southampton,South East,2017,"Admissions per 100,000 population",2703.0
3334,Slough,South East,2017,"Admissions per 100,000 population",2627.0
3333,Reading,South East,2017,"Admissions per 100,000 population",552.0
3332,Portsmouth,South East,2017,"Admissions per 100,000 population",939.0
3331,Oxfordshire,South East,2017,"Admissions per 100,000 population",569.0
3330,Milton Keynes,South East,2017,"Admissions per 100,000 population",918.0
3329,Medway,South East,2017,"Admissions per 100,000 population",1395.0
3328,Kent,South East,2017,"Admissions per 100,000 population",708.0
3327,Isle Of Wight,South East,2017,"Admissions per 100,000 population",1325.0
3326,Hampshire,South East,2017,"Admissions per 100,000 population",765.0
3325,East Sussex,South East,2017,"Admissions per 100,000 population",591.0
3324,Buckinghamshire,South East,2017,"Admissions per 100,000 population",902.0
3323,Brighton And Hove,South East,2017,"Admissions per 100,000 population",877.0
3322,Bracknell Forest,South East,2017,"Admissions per 100,000 population",739.0
3321,Westminster,London,2017,"Admissions per 100,000 population",530.0
3320,Wandsworth,London,2017,"Admissions per 100,000 population",583.0
3345,Dorset,South West,2017,"Admissions per 100,000 population",1043.0
4195,Central Bedfordshire,West Midlands,2017,"Admissions per 100,000 population: men",516.0
3346,Gloucestershire,South West,2017,"Admissions per 100,000 population",583.0
3348,North Somerset,South West,2017,"Admissions per 100,000 population",1241.0
4136,Cheshire West And Chester,North West,2017,"Admissions per 100,000 population: men",669.0
4135,Cheshire East,North West,2017,"Admissions per 100,000 population: men",393.0
4134,Bury,North West,2017,"Admissions per 100,000 population: men",610.0
4133,Bolton,North West,2017,"Admissions per 100,000 population: men",715.0
4132,Blackpool,North West,2017,"Admissions per 100,000 population: men",542.0
4131,Blackburn With Darwen,North West,2017,"Admissions per 100,000 population: men",1110.0
4130,Sunderland,North East,2017,"Admissions per 100,000 population: men",453.0
4129,Stockton-On-Tees,North East,2017,"Admissions per 100,000 population: men",410.0
4128,South Tyneside,North East,2017,"Admissions per 100,000 population: men",361.0
4127,Redcar And Cleveland,North East,2017,"Admissions per 100,000 population: men",437.0
4126,Northumberland,North East,2017,"Admissions per 100,000 population: men",961.0
4125,North Tyneside,North East,2017,"Admissions per 100,000 population: men",982.0
4124,Newcastle-Upon-Tyne,North East,2017,"Admissions per 100,000 population: men",451.0
4123,Middlesbrough,North East,2017,"Admissions per 100,000 population: men",496.0
4122,Hartlepool,North East,2017,"Admissions per 100,000 population: men",473.0
4121,Gateshead,North East,2017,"Admissions per 100,000 population: men",427.0
4120,Darlington,North East,2017,"Admissions per 100,000 population: men",541.0
4119,County Durham,North East,2017,"Admissions per 100,000 population: men",502.0
3355,Wiltshire,South West,2017,"Admissions per 100,000 population",1043.0
3354,Torbay,South West,2017,"Admissions per 100,000 population",2257.0
3353,Swindon,South West,2017,"Admissions per 100,000 population",1249.0
3352,South Gloucestershire,South West,2017,"Admissions per 100,000 population",1412.0
3351,Somerset,South West,2017,"Admissions per 100,000 population",966.0
3350,Poole,South West,2017,"Admissions per 100,000 population",1437.0
3349,Plymouth,South West,2017,"Admissions per 100,000 population",989.0
3347,Isles Of Scilly,South West,2017,"Admissions per 100,000 population",1018.0
4193,Bedford,West Midlands,2017,"Admissions per 100,000 population: men",535.0
2363,Bedford,West Midlands,2017,Admissions count: women,489.0
459,County Durham,North East,2017,Total admissions,3373.0
2301,Blackburn With Darwen,North West,2017,Admissions count: women,1586.0
2300,Sunderland,North East,2017,Admissions count: women,1502.0
2299,Stockton-On-Tees,North East,2017,Admissions count: women,665.0
2298,South Tyneside,North East,2017,Admissions count: women,450.0
2297,Redcar And Cleveland,North East,2017,Admissions count: women,451.0
2296,Northumberland,North East,2017,Admissions count: women,2593.0
2295,North Tyneside,North East,2017,Admissions count: women,1705.0
2294,Newcastle-Upon-Tyne,North East,2017,Admissions count: women,1418.0
2293,Middlesbrough,North East,2017,Admissions count: women,531.0
2292,Hartlepool,North East,2017,Admissions count: women,346.0
2291,Gateshead,North East,2017,Admissions count: women,1023.0
2290,Darlington,North East,2017,Admissions count: women,375.0
2289,County Durham,North East,2017,Admissions count: women,2089.0
468,South Tyneside,North East,2017,Total admissions,712.0
469,Stockton-On-Tees,North East,2017,Total admissions,1030.0
470,Sunderland,North East,2017,Total admissions,2099.0
471,Blackburn With Darwen,North West,2017,Total admissions,2287.0
472,Blackpool,North West,2017,Total admissions,1015.0
473,Bolton,North West,2017,Total admissions,2174.0
474,Bury,North West,2017,Total admissions,1115.0
475,Cheshire East,North West,2017,Total admissions,2827.0
476,Cheshire West And Chester,North West,2017,Total admissions,4627.0
477,Cumbria,North West,2017,Total admissions,3374.0
2302,Blackpool,North West,2017,Admissions count: women,643.0
478,Halton,North West,2017,Total admissions,1465.0
2303,Bolton,North West,2017,Admissions count: women,1268.0
2305,Cheshire East,North West,2017,Admissions count: women,2077.0
2328,Doncaster,North West,2017,Admissions count: women,2501.0
2327,Calderdale,North West,2017,Admissions count: women,1091.0
2326,Bradford,North West,2017,Admissions count: women,6573.0
2325,Barnsley,North West,2017,Admissions count: women,752.0
2324,Yorkshire And The Humber,North West,2017,Admissions count: women,41302.0
2323,Wirral,North West,2017,Admissions count: women,5967.0
2322,Wigan,North West,2017,Admissions count: women,2969.0
2321,Warrington,North West,2017,Admissions count: women,751.0
2320,Trafford,North West,2017,Admissions count: women,1006.0
2319,Tameside,North West,2017,Admissions count: women,1633.0
2318,Stockport,North West,2017,Admissions count: women,2634.0
2317,St. Helens,North West,2017,Admissions count: women,1315.0
2316,Sefton,North West,2017,Admissions count: women,1821.0
2315,Salford,North West,2017,Admissions count: women,2670.0
2314,Rochdale,North West,2017,Admissions count: women,948.0
2313,Oldham,North West,2017,Admissions count: women,1032.0
2312,Manchester,North West,2017,Admissions count: women,3723.0
2311,Liverpool,North West,2017,Admissions count: women,2617.0
2310,Lancashire,North West,2017,Admissions count: women,8289.0
2309,Knowsley,North West,2017,Admissions count: women,1228.0
2308,Halton,North West,2017,Admissions count: women,932.0
2307,Cumbria,North West,2017,Admissions count: women,2206.0
2306,Cheshire West And Chester,North West,2017,Admissions count: women,3524.0
2304,Bury,North West,2017,Admissions count: women,596.0
479,Knowsley,North West,2017,Total admissions,1892.0
480,Lancashire,North West,2017,Total admissions,12744.0
481,Liverpool,North West,2017,Total admissions,4042.0
510,Derbyshire,East Midlands,2017,Total admissions,9576.0
511,Leicester,East Midlands,2017,Total admissions,2031.0
512,Leicestershire,East Midlands,2017,Total admissions,4464.0
513,Lincolnshire,East Midlands,2017,Total admissions,7621.0
514,Northamptonshire,East Midlands,2017,Total admissions,6501.0
515,Nottingham,East Midlands,2017,Total admissions,5018.0
516,Nottinghamshire,East Midlands,2017,Total admissions,10878.0
517,Rutland,East Midlands,2017,Total admissions,152.0
518,Birmingham,West Midlands,2017,Total admissions,12752.0
519,Coventry,West Midlands,2017,Total admissions,5593.0
520,Dudley,West Midlands,2017,Total admissions,4876.0
521,Herefordshire,West Midlands,2017,Total admissions,1530.0
522,Sandwell,West Midlands,2017,Total admissions,3132.0
523,Shropshire,West Midlands,2017,Total admissions,2675.0
524,Solihull,West Midlands,2017,Total admissions,1939.0
525,Staffordshire,West Midlands,2017,Total admissions,8816.0
526,Stoke-On-Trent,West Midlands,2017,Total admissions,3120.0
527,Telford And Wrekin,West Midlands,2017,Total admissions,1873.0
528,Walsall,West Midlands,2017,Total admissions,4763.0
529,Warwickshire,West Midlands,2017,Total admissions,7646.0
530,Wolverhampton,West Midlands,2017,Total admissions,5041.0
531,Worcestershire,West Midlands,2017,Total admissions,12987.0
532,East Of England,West Midlands,2017,Total admissions,49786.0
509,Derby,East Midlands,2017,Total admissions,3341.0
508,York,North Yorkshire,2017,Total admissions,2709.0
507,Wakefield,North Yorkshire,2017,Total admissions,6816.0
506,Sheffield,North Yorkshire,2017,Total admissions,4196.0
482,Manchester,North West,2017,Total admissions,4811.0
483,Oldham,North West,2017,Total admissions,1845.0
484,Rochdale,North West,2017,Total admissions,1640.0
485,Salford,North West,2017,Total admissions,3925.0
486,Sefton,North West,2017,Total admissions,2966.0
487,St. Helens,North West,2017,Total admissions,2148.0
488,Stockport,North West,2017,Total admissions,4070.0
489,Tameside,North West,2017,Total admissions,2422.0
490,Trafford,North West,2017,Total admissions,1418.0
491,Warrington,North West,2017,Total admissions,1400.0
492,Wigan,North West,2017,Total admissions,4765.0
2329,East Riding Of Yorkshire,North West,2017,Admissions count: women,1611.0
493,Wirral,North West,2017,Total admissions,9276.0
495,Barnsley,North West,2017,Total admissions,1234.0
496,Bradford,North West,2017,Total admissions,9112.0
497,Calderdale,North West,2017,Total admissions,1605.0
498,Doncaster,North West,2017,Total admissions,3052.0
499,East Riding Of Yorkshire,North West,2017,Total admissions,2433.0
500,Kingston Upon Hull,North West,2017,Total admissions,1390.0
501,Kirklees,North West,2017,Total admissions,4593.0
502,Leeds,North West,2017,Total admissions,7871.0
503,North East Lincolnshire,North West,2017,Total admissions,2215.0
504,North Lincolnshire,North West,2017,Total admissions,1047.0
505,Rotherham,North Yorkshire,2017,Total admissions,2873.0
494,Yorkshire And The Humber,North West,2017,Total admissions,58312.0
533,Bedford,West Midlands,2017,Total admissions,894.0
2330,Kingston Upon Hull,North West,2017,Admissions count: women,1034.0
2332,Leeds,North West,2017,Admissions count: women,5492.0
2411,Hampshire,South East,2017,Admissions count: women,6432.0
2410,East Sussex,South East,2017,Admissions count: women,1991.0
2408,Brighton And Hove,South East,2017,Admissions count: women,1300.0
2407,Bracknell Forest,South East,2017,Admissions count: women,456.0
2406,Westminster,London,2017,Admissions count: women,721.0
2405,Wandsworth,London,2017,Admissions count: women,689.0
2404,Waltham Forest,London,2017,Admissions count: women,1209.0
2403,Tower Hamlets,London,2017,Admissions count: women,915.0
2402,Sutton,London,2017,Admissions count: women,754.0
2401,Southwark,London,2017,Admissions count: women,1445.0
2400,Richmond Upon Thames,London,2017,Admissions count: women,381.0
2399,Redbridge,London,2017,Admissions count: women,915.0
2398,Newham,London,2017,Admissions count: women,1394.0
2397,Merton,London,2017,Admissions count: women,618.0
2396,Lewisham,London,2017,Admissions count: women,974.0
2395,Lambeth,London,2017,Admissions count: women,1283.0
2394,Kingston Upon Thames,London,2017,Admissions count: women,471.0
2393,Kensington And Chelsea,London,2017,Admissions count: women,303.0
2392,Islington,London,2017,Admissions count: women,1101.0
2391,Hounslow,London,2017,Admissions count: women,846.0
2390,Hillingdon,London,2017,Admissions count: women,1969.0
2389,Havering,London,2017,Admissions count: women,824.0
2388,Harrow,London,2017,Admissions count: women,1427.0
2412,Isle Of Wight,South East,2017,Admissions count: women,1162.0
2387,Haringey,London,2017,Admissions count: women,1430.0
2413,Kent,South East,2017,Admissions count: women,6337.0
2415,Milton Keynes,South East,2017,Admissions count: women,1436.0
2438,Swindon,South West,2017,Admissions count: women,1616.0
2437,South Gloucestershire,South West,2017,Admissions count: women,2538.0
2436,Somerset,South West,2017,Admissions count: women,3486.0
2435,Poole,South West,2017,Admissions count: women,1329.0
2434,Plymouth,South West,2017,Admissions count: women,1471.0
2433,North Somerset,South West,2017,Admissions count: women,1701.0
2432,Isles Of Scilly,South West,2017,Admissions count: women,13.0
2431,Gloucestershire,South West,2017,Admissions count: women,2121.0
2430,Dorset,South West,2017,Admissions count: women,2796.0
2429,Devon,South West,2017,Admissions count: women,4697.0
2428,Cornwall,South West,2017,Admissions count: women,8283.0
2427,Bristol,South West,2017,Admissions count: women,5242.0
2426,Bournemouth,South West,2017,Admissions count: women,1976.0
2425,Bath And North East Somerset,South West,2017,Admissions count: women,1131.0
2424,Wokingham,West Sussex,2017,Admissions count: women,354.0
2423,Windsor And Maidenhead,West Sussex,2017,Admissions count: women,1200.0
2422,West Berkshire,South East,2017,Admissions count: women,403.0
2421,Surrey,South East,2017,Admissions count: women,3411.0
2420,Southampton,South East,2017,Admissions count: women,3639.0
2419,Slough,South East,2017,Admissions count: women,1895.0
2418,Reading,South East,2017,Admissions count: women,482.0
2417,Portsmouth,South East,2017,Admissions count: women,1127.0
2416,Oxfordshire,South East,2017,Admissions count: women,2542.0
2414,Medway,South East,2017,Admissions count: women,2474.0
2386,Hammersmith And Fulham,London,2017,Admissions count: women,569.0
2385,Hackney,London,2017,Admissions count: women,2399.0
2384,Greenwich,London,2017,Admissions count: women,1098.0
2355,Staffordshire,West Midlands,2017,Admissions count: women,5752.0
2354,Solihull,West Midlands,2017,Admissions count: women,1666.0
2353,Shropshire,West Midlands,2017,Admissions count: women,1850.0
2352,Sandwell,West Midlands,2017,Admissions count: women,2339.0
2351,Herefordshire,West Midlands,2017,Admissions count: women,852.0
2350,Dudley,West Midlands,2017,Admissions count: women,3767.0
2349,Coventry,West Midlands,2017,Admissions count: women,3882.0
2348,Birmingham,West Midlands,2017,Admissions count: women,10478.0
2347,Rutland,East Midlands,2017,Admissions count: women,101.0
2346,Nottinghamshire,East Midlands,2017,Admissions count: women,7113.0
2345,Nottingham,East Midlands,2017,Admissions count: women,3535.0
2344,Northamptonshire,East Midlands,2017,Admissions count: women,4189.0
2343,Lincolnshire,East Midlands,2017,Admissions count: women,4962.0
2342,Leicestershire,East Midlands,2017,Admissions count: women,2827.0
2341,Leicester,East Midlands,2017,Admissions count: women,1392.0
2340,Derbyshire,East Midlands,2017,Admissions count: women,7014.0
2339,Derby,East Midlands,2017,Admissions count: women,2889.0
2338,York,North Yorkshire,2017,Admissions count: women,1808.0
2337,Wakefield,North Yorkshire,2017,Admissions count: women,4871.0
2336,Sheffield,North Yorkshire,2017,Admissions count: women,3178.0
2335,Rotherham,North Yorkshire,2017,Admissions count: women,2070.0
2334,North Lincolnshire,North West,2017,Admissions count: women,768.0
2333,North East Lincolnshire,North West,2017,Admissions count: women,1650.0
2356,Stoke-On-Trent,West Midlands,2017,Admissions count: women,2240.0
2357,Telford And Wrekin,West Midlands,2017,Admissions count: women,1414.0
2358,Walsall,West Midlands,2017,Admissions count: women,3194.0
2359,Warwickshire,West Midlands,2017,Admissions count: women,5110.0
2383,Enfield,London,2017,Admissions count: women,1564.0
2382,Ealing,London,2017,Admissions count: women,1905.0
2381,Croydon,London,2017,Admissions count: women,1682.0
2380,City Of London,London,2017,Admissions count: women,12.0
2379,Camden,London,2017,Admissions count: women,513.0
2378,Bromley,London,2017,Admissions count: women,951.0
2377,Brent,London,2017,Admissions count: women,2156.0
2376,Bexley,London,2017,Admissions count: women,1105.0
2375,Barnet,London,2017,Admissions count: women,1057.0
2374,Barking And Dagenham,London,2017,Admissions count: women,853.0
2373,Thurrock,West Midlands,2017,Admissions count: women,572.0
2331,Kirklees,North West,2017,Admissions count: women,3432.0
2372,Suffolk,West Midlands,2017,Admissions count: women,6112.0
2370,Peterborough,West Midlands,2017,Admissions count: women,797.0
2369,Norfolk,West Midlands,2017,Admissions count: women,4796.0
2368,Luton,West Midlands,2017,Admissions count: women,1502.0
2367,Hertfordshire,West Midlands,2017,Admissions count: women,7503.0
2366,Essex,West Midlands,2017,Admissions count: women,4938.0
2365,Central Bedfordshire,West Midlands,2017,Admissions count: women,1083.0
2364,Cambridgeshire,West Midlands,2017,Admissions count: women,3221.0
467,Redcar And Cleveland,North East,2017,Total admissions,740.0
2362,East Of England,West Midlands,2017,Admissions count: women,31339.0
2361,Worcestershire,West Midlands,2017,Admissions count: women,7916.0
2360,Wolverhampton,West Midlands,2017,Admissions count: women,3324.0
2371,Southend-On-Sea,West Midlands,2017,Admissions count: women,326.0
2439,Torbay,South West,2017,Admissions count: women,1897.0
534,Cambridgeshire,West Midlands,2017,Total admissions,5486.0
536,Essex,West Midlands,2017,Total admissions,8159.0
1448,Bedford,West Midlands,2017,Admissions count: men,405.0
1449,Cambridgeshire,West Midlands,2017,Admissions count: men,2265.0
1450,Central Bedfordshire,West Midlands,2017,Admissions count: men,664.0
1451,Essex,West Midlands,2017,Admissions count: men,3221.0
1452,Hertfordshire,West Midlands,2017,Admissions count: men,4359.0
1453,Luton,West Midlands,2017,Admissions count: men,578.0
1454,Norfolk,West Midlands,2017,Admissions count: men,2552.0
1455,Peterborough,West Midlands,2017,Admissions count: men,381.0
1456,Southend-On-Sea,West Midlands,2017,Admissions count: men,259.0
1457,Suffolk,West Midlands,2017,Admissions count: men,3329.0
1458,Thurrock,West Midlands,2017,Admissions count: men,428.0
1459,Barking And Dagenham,London,2017,Admissions count: men,512.0
1460,Barnet,London,2017,Admissions count: men,581.0
1461,Bexley,London,2017,Admissions count: men,698.0
1462,Brent,London,2017,Admissions count: men,1142.0
1463,Bromley,London,2017,Admissions count: men,566.0
1464,Camden,London,2017,Admissions count: men,291.0
1465,City Of London,London,2017,Admissions count: men,14.0
1466,Croydon,London,2017,Admissions count: men,843.0
1467,Ealing,London,2017,Admissions count: men,1024.0
1468,Enfield,London,2017,Admissions count: men,885.0
1469,Greenwich,London,2017,Admissions count: men,529.0
1470,Hackney,London,2017,Admissions count: men,558.0
1447,East Of England,West Midlands,2017,Admissions count: men,18441.0
1471,Hammersmith And Fulham,London,2017,Admissions count: men,390.0
1446,Worcestershire,West Midlands,2017,Admissions count: men,5071.0
1444,Warwickshire,West Midlands,2017,Admissions count: men,2536.0
1421,Sheffield,North Yorkshire,2017,Admissions count: men,1018.0
1422,Wakefield,North Yorkshire,2017,Admissions count: men,1945.0
1423,York,North Yorkshire,2017,Admissions count: men,901.0
1424,Derby,East Midlands,2017,Admissions count: men,452.0
1425,Derbyshire,East Midlands,2017,Admissions count: men,2562.0
1426,Leicester,East Midlands,2017,Admissions count: men,639.0
1427,Leicestershire,East Midlands,2017,Admissions count: men,1637.0
1428,Lincolnshire,East Midlands,2017,Admissions count: men,2659.0
1429,Northamptonshire,East Midlands,2017,Admissions count: men,2312.0
1430,Nottingham,East Midlands,2017,Admissions count: men,1483.0
1431,Nottinghamshire,East Midlands,2017,Admissions count: men,3762.0
1432,Rutland,East Midlands,2017,Admissions count: men,51.0
1433,Birmingham,West Midlands,2017,Admissions count: men,2271.0
1434,Coventry,West Midlands,2017,Admissions count: men,1711.0
1435,Dudley,West Midlands,2017,Admissions count: men,1109.0
1436,Herefordshire,West Midlands,2017,Admissions count: men,678.0
1437,Sandwell,West Midlands,2017,Admissions count: men,793.0
1438,Shropshire,West Midlands,2017,Admissions count: men,824.0
1439,Solihull,West Midlands,2017,Admissions count: men,273.0
1440,Staffordshire,West Midlands,2017,Admissions count: men,3063.0
1441,Stoke-On-Trent,West Midlands,2017,Admissions count: men,880.0
1442,Telford And Wrekin,West Midlands,2017,Admissions count: men,458.0
1443,Walsall,West Midlands,2017,Admissions count: men,1569.0
1445,Wolverhampton,West Midlands,2017,Admissions count: men,1716.0
1472,Haringey,London,2017,Admissions count: men,604.0
1473,Harrow,London,2017,Admissions count: men,879.0
1474,Havering,London,2017,Admissions count: men,651.0
1503,Reading,South East,2017,Admissions count: men,230.0
1504,Slough,South East,2017,Admissions count: men,1050.0
1505,Southampton,South East,2017,Admissions count: men,2028.0
1506,Surrey,South East,2017,Admissions count: men,1512.0
1507,West Berkshire,South East,2017,Admissions count: men,257.0
1508,Windsor And Maidenhead,West Sussex,2017,Admissions count: men,840.0
1509,Wokingham,West Sussex,2017,Admissions count: men,244.0
1510,Bath And North East Somerset,South West,2017,Admissions count: men,646.0
1511,Bournemouth,South West,2017,Admissions count: men,1474.0
1512,Bristol,South West,2017,Admissions count: men,2372.0
1513,Cornwall,South West,2017,Admissions count: men,4008.0
1514,Devon,South West,2017,Admissions count: men,2521.0
1515,Dorset,South West,2017,Admissions count: men,1983.0
1516,Gloucestershire,South West,2017,Admissions count: men,1489.0
1517,Isles Of Scilly,South West,2017,Admissions count: men,13.0
1518,North Somerset,South West,2017,Admissions count: men,847.0
1519,Plymouth,South West,2017,Admissions count: men,948.0
1520,Poole,South West,2017,Admissions count: men,834.0
1521,Somerset,South West,2017,Admissions count: men,1742.0
1522,South Gloucestershire,South West,2017,Admissions count: men,1204.0
1523,Swindon,South West,2017,Admissions count: men,905.0
1524,Torbay,South West,2017,Admissions count: men,1021.0
1525,Wiltshire,South West,2017,Admissions count: men,1779.0
1502,Portsmouth,South East,2017,Admissions count: men,598.0
1501,Oxfordshire,South East,2017,Admissions count: men,1158.0
1500,Milton Keynes,South East,2017,Admissions count: men,672.0
1499,Medway,South East,2017,Admissions count: men,1167.0
1475,Hillingdon,London,2017,Admissions count: men,727.0
1476,Hounslow,London,2017,Admissions count: men,443.0
1477,Islington,London,2017,Admissions count: men,489.0
1478,Kensington And Chelsea,London,2017,Admissions count: men,201.0
1479,Kingston Upon Thames,London,2017,Admissions count: men,192.0
1480,Lambeth,London,2017,Admissions count: men,628.0
1481,Lewisham,London,2017,Admissions count: men,379.0
1482,Merton,London,2017,Admissions count: men,370.0
